    [adaptive_l2/L9] step  14000/122070 | loss=613.2 | L0=80 | FVE=0.7314 | dead=0.436 | a=0.0184 | 57.3M tok | ETA 8.4h
    [adaptive_l2/L9] step  14500/122070 | loss=604.5 | L0=80 | FVE=0.7316 | dead=0.431 | a=0.0198 | 59.4M tok | ETA 8.4h
    [adaptive_l2/L9] step  15000/122070 | loss=601.7 | L0=80 | FVE=0.7342 | dead=0.426 | a=0.0216 | 61.4M tok | ETA 8.3h
    [adaptive_l2/L9] step  15500/122070 | loss=613.6 | L0=80 | FVE=0.7295 | dead=0.421 | a=0.0226 | 63.5M tok | ETA 8.3h
    [adaptive_l2/L9] step  16000/122070 | loss=605.6 | L0=80 | FVE=0.7305 | dead=0.416 | a=0.0241 | 65.5M tok | ETA 8.3h
    [adaptive_l2/L9] step  16500/122070 | loss=618.4 | L0=80 | FVE=0.7296 | dead=0.410 | a=0.0259 | 67.6M tok | ETA 8.2h
    [adaptive_l2/L9] step  17000/122070 | loss=603.8 | L0=80 | FVE=0.7345 | dead=0.405 | a=0.0277 | 69.6M tok | ETA 8.2h
    [adaptive_l2/L9] step  17500/122070 | loss=613.6 | L0=80 | FVE=0.7325 | dead=0.400 | a=0.0299 | 71.7M tok | ETA 8.1h
    [adaptive_l2/L9] step  18000/122070 | loss=592.1 | L0=80 | FVE=0.7378 | dead=0.398 | a=0.0317 | 73.7M tok | ETA 8.1h
    [adaptive_l2/L9] step  18500/122070 | loss=597.3 | L0=80 | FVE=0.7380 | dead=0.394 | a=0.0340 | 75.8M tok | ETA 8.0h
    [adaptive_l2/L9] step  19000/122070 | loss=594.2 | L0=80 | FVE=0.7381 | dead=0.388 | a=0.0360 | 77.8M tok | ETA 8.0h
    [adaptive_l2/L9] step  19500/122070 | loss=585.6 | L0=80 | FVE=0.7417 | dead=0.386 | a=0.0383 | 79.9M tok | ETA 8.0h
    [adaptive_l2/L9] step  20000/122070 | loss=575.0 | L0=80 | FVE=0.7453 | dead=0.385 | a=0.0406 | 81.9M tok | ETA 7.9h
